Barcode,Celltype,Trajectory
scATAC_Liver_E13_5_BC00344_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03066_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12252_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07783_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC05798_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06967_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07630_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01848_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03064_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08111_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC10918_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12235_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04583_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03711_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03567_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04647_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04562_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07211_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07098_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12256_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07920_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC01993_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04712_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC05861_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08722_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05126_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC10636_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03858_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03308_N03,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03159_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05974_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08412_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05874_N02,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09368_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08249_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10546_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04482_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12088_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12340_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06283_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07802_N01,G03=18.4:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC06687_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06871_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC02912_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12585_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03087_N01,G01=27.7:Megakaryocyte_Progenitor,Megakaryocyte trajectory
scATAC_Liver_E13_5_BC11434_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00367_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC03893_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09676_N01,G03=18.4:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC04490_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10705_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12660_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06719_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08609_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09941_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01681_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04438_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01569_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01758_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04520_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03572_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10279_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC01643_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04925_N02,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC04917_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04559_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01838_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00037_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03398_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC03552_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01138_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08238_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04149_N01,G03=18.4:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC08694_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03230_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03280_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01235_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03636_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09779_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04277_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06462_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07504_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07509_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02902_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06530_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC06688_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11131_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12083_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00774_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04369_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01949_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04268_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07424_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01317_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01126_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00044_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02418_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02806_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05667_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC13041_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00472_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11638_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00941_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01471_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06853_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01970_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04639_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04636_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06209_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09848_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00256_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01472_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10677_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03879_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC04772_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05251_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06868_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05479_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04976_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04928_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12357_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06715_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10128_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02365_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12507_N04,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11733_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03927_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09106_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06768_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00402_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08307_N01,G01=27.7:Megakaryocyte_Progenitor,Megakaryocyte trajectory
scATAC_Liver_E13_5_BC09046_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12936_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03807_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04850_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04523_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC02308_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02785_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02179_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04203_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11938_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00837_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03232_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10776_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11159_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC01937_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04587_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07647_N01,G02=20.9:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12462_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC13216_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00470_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08551_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC07543_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02259_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06583_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05751_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05011_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00786_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01455_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00286_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05570_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10972_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03950_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11344_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00980_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01197_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02405_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09807_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11433_N01,G02=20.9:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02275_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09423_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02250_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11639_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC01345_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00261_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05354_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09589_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01097_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02732_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12401_N02,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02797_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05225_N01,G03=27.9:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC05998_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC03183_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04319_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08521_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01936_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06331_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC12899_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC13024_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05965_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05339_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08512_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03309_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12855_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC01242_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01622_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07803_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00975_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03240_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02637_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08046_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05110_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC08213_N01,G03=27.9:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC07435_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07678_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00668_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09629_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05585_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02165_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04350_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03894_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07559_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04716_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00540_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC01961_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04871_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01000_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01552_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06021_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00861_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC02504_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03273_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06487_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12169_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06632_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07374_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04946_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC02990_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04408_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03687_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03389_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04666_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC06259_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04982_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05602_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03177_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06562_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05813_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC01473_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04318_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC05937_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06929_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00269_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05008_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00627_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04586_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10832_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08200_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC03821_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11868_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06416_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00154_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07116_N01,G03=27.9:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC00058_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10142_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06711_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11389_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00611_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07349_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06385_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01492_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02847_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04883_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03364_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06227_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03012_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00591_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06225_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05805_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00257_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02835_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09222_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02841_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC02683_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02214_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08331_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08638_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC00966_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05822_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03832_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06294_N10,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04505_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC08147_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11505_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12981_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC00134_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
